timestamp,station_id,hot_blast_temp,furnace_top_temp,hearth_temp,blast_pressure,top_pressure,oxygen_flow,coal_injection_rate,ore_feed_rate,carbon_content,silicon_content,sulfur_content,pig_iron_production_rate,slag_volume,power_consumption,fuel_consumption,iron_temperature,iron_quality_index,blast_volume,tuyere_count_active,vibration_level,acoustic_signature
2024-01-01 00:00:00,furnace-01,2180.4369839138976,1944.3495871311181,1936.0873967827795,13.542866087966932,2.3865190618689884,100428.66087966932,203.22054621144378,1932.5953093449411,1.4871401736099203,0.6944349587131118,0.05973980704726459,147.2174793565559,289.88929640174115,1235.091724362986,293.86465545373255,2033.3048761393354,84.57428034721984,2937.3038870096157,32,3.735091724362986,104.37303887009615
2024-01-01 00:01:00,furnace-01,2202.5904819768593,1962.0723855814877,1940.518096395372,13.5932293391176,2.3953350668787703,100932.293391176,166.29888199749752,1976.6753343938526,1.4720311982647196,0.6962072385581488,0.060120726268906376,148.1036192790744,296.50130015907786,1199.6469267175976,249.558658396997,2038.6217156744462,84.54406239652944,2852.9102070187396,30,3.6996469267175973,103.52910207018739
2024-01-01 00:02:00,furnace-01,2193.0784219636002,1954.4627375708803,1938.6156843927201,13.42944028342135,2.3964978583585355,99294.4028342135,176.9034737401746,1982.489291792677,1.5211679149735948,0.695446273757088,0.060268820049855155,147.72313687854404,297.37339376890156,1209.8273347905676,262.2841684882095,2036.3388212712641,84.64233582994719,2990.954016045734,31,3.7098273347905675,104.90954016045734
2024-01-01 00:03:00,furnace-01,2238.7879744228085,1991.030379538247,1947.7575948845617,13.443502846759376,2.4050176076042,99435.02846759376,195.36510058375978,2025.088038020998,1.516949145972187,0.6991030379538247,0.05994583929428236,149.55151897691235,303.7632057031497,1227.5504965604093,284.4381207005117,2047.309113861474,84.63389829194438,2857.607130836471,29,3.7275504965604096,103.5760713083647
2024-01-01 00:04:00,furnace-01,2189.175486297762,1951.3403890382097,1937.8350972595524,13.627511041664627,2.3991482385430754,101275.11041664626,181.43703817945413,1995.741192715376,1.4617466875006122,0.695134038903821,0.05996909958056078,147.56701945191048,299.3611789073064,1214.179556652276,267.72444581534495,2035.402116711463,84.52349337500122,3015.6063545026605,30,3.714179556652276,105.1560635450266
2024-01-01 00:05:00,furnace-01,2160.616895371477,1928.4935162971815,1932.1233790742954,13.611032233015964,2.407197021404391,101110.32233015963,185.4803910962502,2035.985107021957,1.466690330095211,0.6928493516297182,0.05996226869266638,146.42467581485909,305.39776605329354,1218.0611754524002,272.5764693155003,2028.5480548891544,84.53338066019042,3023.190732801095,28,3.7180611754524002,105.23190732801095
2024-01-01 00:06:00,furnace-01,2197.6557653933514,1958.1246123146811,1939.5311530786703,13.420734990977607,2.396830672172287,99207.34990977607,186.21751949217668,1984.1533608614366,1.5237795027067178,0.6958124612314681,0.06014049566730649,147.90623061573405,297.6230041292155,1218.7688187124895,273.461023390612,2037.4373836944042,84.64755900541344,3076.4015107328487,29,3.7187688187124897,105.76401510732849
2024-01-01 00:07:00,furnace-01,2227.9447508185976,1982.3558006548783,1945.5889501637196,13.554932316069424,2.390567311337379,100549.32316069424,193.6910902702666,1952.8365566868945,1.4835203051791725,0.6982355800654878,0.06011268487502966,149.11779003274393,292.9254835030342,1225.943446659456,282.4293083243199,2044.7067401964634,84.56704061035835,3134.1274838457675,28,3.725943446659456,106.34127483845768
2024-01-01 00:08:00,furnace-01,2189.0516675851545,1951.2413340681237,1937.8103335170308,13.31895341510924,2.4004611003970124,98189.53415109239,190.5262348569293,2002.305501985061,1.5543139754672284,0.6951241334068123,0.05994307339901251,147.56206670340617,300.3458252977591,1222.905185462652,278.63148182831515,2035.3724002204372,84.70862795093446,2845.6140913452205,29,3.7229051854626523,103.4561409134522
2024-01-01 00:09:00,furnace-01,2235.9329321809846,1988.7463457447877,1947.1865864361969,13.412066375239686,2.393854101888338,99120.66375239685,185.34933530499563,1969.2705094416897,1.5263800874280942,0.6988746345744787,0.06002830906185301,149.4373172872394,295.39057641625345,1217.9353618927958,272.41920236599475,2046.6239037234363,84.65276017485618,2980.5218723489506,29,3.7179353618927955,104.8052187234895
2024-01-01 00:10:00,furnace-01,2143.4431416234615,1914.7545132987693,1928.6886283246922,13.541088269252022,2.3831842213387397,100410.88269252022,182.21781399911004,1915.9211066936978,1.4876735192243933,0.691475451329877,0.06021715342682482,145.73772566493847,287.38816600405465,1214.9291014391456,268.661376798932,2024.4263539896308,84.57534703844878,3033.120884234299,29,3.7149291014391457,105.33120884234299
2024-01-01 00:11:00,furnace-01,2191.935659112307,1953.5485272898457,1938.3871318224615,13.689665134376945,2.410653354732087,101896.65134376944,182.06756486014376,2053.2667736604353,1.4431004596869168,0.6953548527289846,0.06011190960546124,147.6774263644923,307.9900160490653,1214.784862265738,268.4810778321725,2036.0645581869537,84.48620091937383,3047.535889104758,28,3.714784862265738,105.47535889104758
2024-01-01 00:12:00,furnace-01,2191.076123144244,1952.860898515395,1938.2152246288488,13.544135587443334,2.409204467320953,100441.35587443333,183.8144676117316,2046.0223366047642,1.486759323767,0.6952860898515395,0.059912060439084036,147.64304492576974,306.9033504907146,1216.4618889072624,270.57736113407793,2035.8582695546183,84.573518647534,2744.461661071734,30,3.7164618889072623,102.44461661071733
2024-01-01 00:13:00,furnace-01,2161.9497803135073,1929.5598242508058,1932.3899560627015,13.58537014876733,2.39434245919001,100853.7014876733,178.09523190101012,1971.7122959500507,1.4743889553698009,0.6929559824250806,0.06020414703044352,146.4779912125403,295.7568443925076,1210.9714226249698,263.71427828121216,2028.8679472752417,84.5487779107396,3059.3596369467464,30,3.71097142262497,105.59359636946746
2024-01-01 00:14:00,furnace-01,2186.3478757954954,1949.0783006363963,1937.269575159099,13.535405123645077,2.4012742900671813,100354.05123645076,190.32229398575004,2006.371450335906,1.489378462906477,0.6949078300636397,0.06006869486257015,147.4539150318198,300.9557175503859,1222.70940222632,278.38675278290003,2034.7234901909187,141.25660121491126,3072.7864047924168,31,3.72270940222632,105.72786404792417
2024-01-01 00:15:00,furnace-01,2229.894432551328,1983.9155460410625,1945.9788865102655,13.673887660693069,2.4068930162337243,101738.87660693069,183.1263730082484,2034.4650811686208,1.4478337017920793,0.6983915546041063,0.05975599621867591,149.19577730205313,305.1697621752931,1215.8013180879184,269.7516476098981,2045.1746638123186,84.49566740358416,2998.857896306003,32,3.7158013180879186,104.98857896306004
2024-01-01 00:16:00,furnace-01,2234.4701775645335,1987.576142051627,1946.8940355129066,13.42098207778845,2.384586042100443,99209.8207778845,183.7630425740636,1922.9302105022148,1.523705376663465,0.6987576142051627,0.0600933440885733,149.37880710258133,288.4395315753322,1216.4125208711012,270.5156510888763,2046.2728426154881,84.64741075332692,3156.6339801395457,28,3.716412520871101,106.56633980139546
2024-01-01 00:17:00,furnace-01,2237.594500494648,1990.0756003957185,1947.5189000989296,13.354023387688052,2.395000087110163,98540.23387688052,183.60032933773684,1975.0004355508158,1.5437929836935842,0.6990075600395719,0.05991541387683841,149.50378001978595,296.25006533262234,1216.2563161642274,270.32039520528417,2047.0226801187155,84.68758596738716,2980.3280725518025,32,3.7162563161642277,104.80328072551802
